Player,Pos,Age,Tm,PER,BPM,WS/48,VORP,TS%,FG%,eFG%,3P%,2P%,FT%,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,OBPM,DBPM,PPG,APG,RPG,SPG,BPG,TPG,FPG
Aaron Gordon,PF,25.0,ORL,14.5,0.1,0.07,0.4,0.55,0.47,0.52,0.32,0.54,0.67,231,499,59.0,176.0,172,323,97,149,77.0,207.0,0.35,0.29,6.0,16.2,11.0,17.4,1.2,2.3,14.1,20.5,0.35,0.6,0.95,0.2,-0.1,12.36,3.22,5.68,0.66,0.68,1.94,1.78
Aaron Holiday,PG,24.0,IND,9.2,-4.2,0.01,-0.7,0.5,0.39,0.47,0.37,0.41,0.82,170,436,67.0,182.0,103,254,68,83,15.0,74.0,0.42,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,-3.3,-0.9,7.2,1.86,1.35,0.7,0.2,1.0,1.42
Aaron Nesmith,SF,21.0,BOS,9.4,-3.2,0.08,-0.2,0.57,0.44,0.55,0.37,0.54,0.79,78,178,40.0,108.0,38,70,22,28,28.0,99.0,0.61,0.16,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,-2.8,-0.4,4.74,0.5,2.76,0.33,0.2,0.5,1.89
Abdel Nader,SF,27.0,PHO,13.4,0.0,0.1,0.2,0.6,0.49,0.57,0.42,0.53,0.76,57,116,18.0,43.0,39,73,28,37,7.0,55.0,0.37,0.32,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,0.3,0.4,0.7,-1.0,1.0,6.67,0.79,2.58,0.42,0.38,0.79,1.42
Adam Mokoka,SG,22.0,CHI,2.2,-9.3,-0.11,-0.1,0.39,0.37,0.4,0.1,0.67,0.0,7,19,1.0,10.0,6,9,0,1,1.0,4.0,0.53,0.05,2.0,7.8,4.9,11.9,1.7,1.6,20.5,18.9,-0.2,0.1,-0.1,-7.7,-1.6,1.07,0.36,0.36,0.14,0.07,0.36,0.36
Al Horford,C,34.0,OKC,17.4,3.4,0.1,1.1,0.54,0.45,0.53,0.37,0.51,0.82,162,360,56.0,152.0,106,208,18,22,29.0,159.0,0.42,0.06,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,2.0,1.4,14.21,3.36,6.71,0.89,0.93,1.04,1.71
Al-Farouq Aminu,PF,30.0,ORL,6.45,-5.2,0.0,-0.1,0.43,0.3,0.35,0.2,0.38,0.81,38,99,8.0,37.0,30,62,18,22,22.0,88.0,0.47,0.35,4.4,24.3,14.3,7.4,1.85,1.1,20.15,12.05,-0.2,0.25,0.05,-5.95,0.75,4.43,1.35,4.78,0.83,0.39,1.22,1.26
Alec Burks,SG,29.0,NYK,14.8,1.5,0.13,1.1,0.56,0.42,0.52,0.42,0.42,0.86,210,500,102.0,246.0,108,254,101,118,21.0,206.0,0.49,0.24,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,1.5,1.8,3.3,0.9,0.6,12.71,2.18,4.63,0.63,0.29,1.0,2.08
Aleksej Pokusevski,PF,19.0,OKC,6.1,-6.1,-0.08,-1.1,0.43,0.34,0.41,0.28,0.4,0.74,139,408,58.0,207.0,81,201,31,42,30.0,182.0,0.51,0.1,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1.0,-1.9,-5.1,-1.0,8.16,2.16,4.71,0.44,0.93,2.2,1.29
Alen Smailagic,PF,20.0,GSW,8.9,-5.3,0.02,-0.1,0.47,0.41,0.48,0.4,0.41,0.33,11,27,4.0,10.0,7,17,2,6,6.0,10.0,0.37,0.22,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,-0.1,0.1,0.0,-4.9,-0.4,1.87,0.27,1.07,0.2,0.33,0.33,0.73
Alex Caruso,PG,26.0,LAL,11.1,0.0,0.1,0.6,0.55,0.44,0.53,0.4,0.46,0.64,133,305,55.0,137.0,78,168,49,76,31.0,139.0,0.45,0.25,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,-2.5,2.5,6.38,2.76,2.93,1.1,0.26,1.31,1.86
Alex Len,C,27.0,TOR,10.9,-1.9,0.06,0.25,0.64,0.56,0.64,0.38,0.57,0.57,171,278,8.0,25.0,163,253,73,116,78.0,182.0,0.34,0.5,4.6,18.25,11.3,6.2,0.8,6.65,25.85,14.2,0.75,0.65,1.35,-3.6,1.7,6.61,0.77,4.06,0.31,1.0,0.86,1.98
Alfonzo McKinnie,SF,28.0,LAL,15.5,-0.4,0.16,0.1,0.6,0.52,0.6,0.41,0.59,0.56,48,93,16.0,39.0,32,54,10,18,22.0,32.0,0.42,0.19,9.6,13.9,11.8,3.6,1.3,0.0,4.7,17.8,0.5,0.3,0.8,0.3,-0.8,3.13,0.15,1.38,0.18,0.0,0.13,0.67
Alize Johnson,PF,24.0,BRK,23.5,2.7,0.23,0.2,0.64,0.59,0.6,0.17,0.63,1.0,40,68,1.0,6.0,39,62,13,13,27.0,63.0,0.09,0.19,16.6,35.0,26.3,10.9,1.3,2.3,10.9,19.1,0.6,0.3,0.9,2.7,0.0,5.22,0.78,5.0,0.28,0.28,0.5,0.89
Amida Brimah,C,26.0,IND,16.6,-4.8,0.07,0.0,0.7,0.62,0.62,0.0,0.62,1.0,5,8,0.0,0.0,5,8,3,3,2.0,6.0,0.0,0.38,7.5,22.3,15.0,4.8,0.0,14.0,30.0,19.6,0.0,0.1,0.0,-6.2,1.4,2.6,0.2,1.6,0.0,1.0,0.8,0.8
Amir Coffey,SG,23.0,LAC,10.1,-2.0,0.08,0.0,0.58,0.44,0.55,0.41,0.47,0.71,45,103,23.0,56.0,22,47,27,38,10.0,34.0,0.54,0.37,2.9,9.4,6.3,7.4,1.3,0.0,11.1,15.1,0.4,0.3,0.7,-1.9,-0.1,3.18,0.5,1.0,0.23,0.0,0.34,0.68
Anderson Varejão,C,38.0,CLE,12.9,-7.1,-0.03,0.0,0.33,0.25,0.25,0.0,0.27,0.56,4,16,0.0,1.0,4,15,5,9,7.0,13.0,0.06,0.56,21.3,41.4,31.1,12.2,0.0,5.0,4.8,25.4,-0.1,0.0,0.0,-3.7,-3.3,2.6,0.6,4.0,0.0,0.4,0.2,0.6
Andre Drummond,C,27.0,CLE,19.2,-1.25,0.08,0.1,0.53,0.5,0.5,0.0,0.51,0.6,282,572,0.0,8.0,282,564,123,205,166.0,385.0,0.01,0.37,14.7,34.75,24.6,12.6,2.45,3.5,15.8,26.85,-0.3,1.25,1.0,-1.85,0.6,14.93,2.04,11.98,1.37,1.07,2.7,3.24
Andre Iguodala,SF,37.0,MIA,9.2,-0.4,0.06,0.5,0.52,0.38,0.5,0.33,0.53,0.66,95,248,60.0,182.0,35,66,25,38,38.0,183.0,0.73,0.15,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,-0.1,1.8,1.7,-2.2,1.8,4.37,2.25,3.51,0.9,0.56,1.06,1.43
Andre Roberson,SG,29.0,BRK,4.2,-6.1,-0.04,-0.1,0.2,0.14,0.18,0.12,0.17,0.5,2,14,1.0,8.0,1,6,1,2,7.0,8.0,0.57,0.14,12.9,13.3,13.2,7.4,2.3,1.4,11.8,11.7,-0.1,0.1,-0.1,-5.2,-0.9,1.2,0.8,3.0,0.6,0.2,0.4,0.8
Andrew Wiggins,PF,25.0,GSW,15.0,-0.4,0.08,1.0,0.57,0.48,0.54,0.38,0.53,0.71,505,1058,140.0,368.0,365,690,170,238,82.0,265.0,0.35,0.22,3.7,11.8,7.8,10.9,1.3,2.6,9.8,23.3,1.2,2.7,3.9,0.0,-0.4,18.59,2.35,4.89,0.94,0.99,1.77,2.24
Anfernee Simons,SG,21.0,POR,12.3,-1.0,0.08,0.3,0.59,0.42,0.57,0.43,0.4,0.81,168,401,120.0,282.0,48,119,46,57,14.0,126.0,0.7,0.14,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,1.5,0.3,1.8,0.6,-1.6,7.84,1.39,2.19,0.28,0.12,0.67,1.5
Anthony Davis,PF,27.0,LAL,22.1,4.8,0.15,2.0,0.56,0.49,0.51,0.26,0.54,0.74,301,613,26.0,100.0,275,513,158,214,62.0,224.0,0.16,0.35,6.0,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,2.6,2.2,21.83,3.06,7.94,1.25,1.64,2.06,1.67
Anthony Edwards,SG,19.0,MIN,13.9,-2.1,0.02,-0.1,0.52,0.42,0.49,0.33,0.48,0.78,505,1211,171.0,520.0,334,691,211,272,59.0,277.0,0.43,0.22,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27.0,-0.6,1.4,0.8,-0.4,-1.7,19.33,2.93,4.67,1.14,0.5,2.22,1.79
Anthony Gill,PF,28.0,WAS,13.7,-1.3,0.12,0.0,0.6,0.5,0.56,0.29,0.64,0.81,30,60,7.0,24.0,23,36,13,16,16.0,35.0,0.4,0.27,7.8,17.0,12.4,6.7,2.1,1.5,10.7,14.2,0.3,0.3,0.6,-1.6,0.3,3.08,0.42,1.96,0.38,0.15,0.31,1.04
Anthony Lamb,SF,23.0,HOU,8.7,-6.1,0.02,-0.4,0.52,0.39,0.49,0.32,0.49,0.86,46,118,23.0,71.0,23,47,18,21,27.0,43.0,0.6,0.18,6.7,11.5,9.0,7.9,0.7,1.1,13.0,15.0,0.1,0.1,0.2,-3.4,-2.7,5.54,0.96,2.92,0.25,0.21,0.79,1.42
Anthony Tolliver,PF,35.0,PHI,4.0,-7.0,0.02,-0.1,0.43,0.24,0.35,0.29,0.0,0.83,4,17,4.0,14.0,0,3,5,6,3.0,7.0,0.82,0.35,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8,-0.1,0.1,0.1,-5.6,-1.5,1.55,0.18,0.91,0.27,0.18,0.27,0.64
Armoni Brooks,SG,22.0,HOU,10.4,-3.2,0.03,-0.2,0.56,0.41,0.56,0.38,0.51,0.58,78,192,60.0,157.0,18,35,7,12,10.0,58.0,0.82,0.06,2.0,12.4,7.0,8.7,1.1,0.9,10.0,17.9,0.1,0.2,0.3,-1.1,-2.1,11.15,1.5,3.4,0.6,0.25,1.1,1.7
Aron Baynes,C,34.0,TOR,10.5,-4.5,0.05,-0.6,0.5,0.44,0.48,0.26,0.53,0.71,134,304,27.0,103.0,107,201,29,41,87.0,186.0,0.34,0.14,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,0.1,0.9,1.0,-3.4,-1.1,6.11,0.89,5.15,0.32,0.43,0.87,2.25
Austin Rivers,SG,28.0,NYK,9.9,-1.95,0.07,0.0,0.55,0.42,0.54,0.37,0.51,0.71,104,245,55.0,149.0,49,96,22,31,8.0,74.0,0.61,0.13,1.0,9.6,5.35,13.2,1.8,0.25,12.05,15.35,0.2,0.45,0.65,-2.25,0.3,7.92,2.25,2.28,0.83,0.06,1.0,1.78
Avery Bradley,SG,30.0,MIA,7.2,-4.65,0.01,-0.25,0.51,0.39,0.49,0.35,0.46,0.81,64,171,33.0,101.0,31,70,12,15,8.0,49.0,0.59,0.1,1.35,8.95,5.1,10.6,1.65,0.5,13.2,15.35,-0.25,0.2,-0.05,-4.35,-0.35,6.41,1.7,2.11,0.78,0.11,1.04,2.04
Axel Toupane,SF,28.0,MIL,9.0,-3.0,0.1,0.0,0.5,0.36,0.41,0.5,0.33,0.71,4,11,1.0,2.0,3,9,5,7,0.0,6.0,0.18,0.64,0.0,10.0,5.2,7.6,1.5,4.4,0.0,9.7,0.1,0.1,0.1,-4.1,1.1,1.75,0.5,0.75,0.25,0.38,0.0,0.75
Bam Adebayo,C,23.0,MIA,22.7,4.9,0.2,3.7,0.63,0.57,0.57,0.25,0.57,0.8,456,800,2.0,8.0,454,792,283,354,142.0,431.0,0.01,0.44,7.7,22.6,15.3,26.9,1.7,3.2,15.0,23.7,5.6,3.2,8.8,2.9,2.0,18.7,5.41,8.95,1.17,1.03,2.64,2.27
Ben McLemore,SG,27.0,HOU,8.55,-3.75,0.02,-0.2,0.53,0.37,0.51,0.35,0.46,0.74,135,365,97.0,280.0,38,85,39,53,15.0,85.0,0.78,0.15,1.65,10.25,5.9,6.05,1.1,1.0,9.5,20.25,-0.2,0.35,0.15,-2.5,-1.25,7.66,0.74,1.89,0.43,0.17,0.79,1.66
Ben Simmons,PG,24.0,PHI,18.3,2.9,0.15,2.3,0.58,0.56,0.56,0.3,0.56,0.61,325,583,3.0,10.0,322,573,176,287,93.0,324.0,0.02,0.49,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6.0,0.7,2.2,14.29,6.91,7.19,1.6,0.6,2.98,2.95
Bismack Biyombo,C,28.0,CHO,11.7,-3.0,0.08,-0.4,0.57,0.59,0.59,0.0,0.59,0.45,142,242,0.0,1.0,142,241,47,105,137.0,210.0,0.0,0.43,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,0.9,1.4,2.3,-3.4,0.4,5.02,1.23,5.26,0.26,1.12,1.08,2.14
Blake Griffin,PF,31.0,DET,13.05,-0.7,0.08,0.15,0.55,0.43,0.51,0.35,0.5,0.75,174,411,70.0,205.0,104,206,87,117,35.0,190.0,0.49,0.29,3.5,17.45,10.55,16.95,1.35,1.15,11.85,19.25,0.45,0.55,1.0,-0.7,0.0,10.98,3.04,4.89,0.7,0.33,1.35,2.41
Boban Marjanovic,C,32.0,DAL,22.6,-0.8,0.18,0.1,0.56,0.51,0.51,0.12,0.54,0.82,62,122,1.0,8.0,61,114,31,38,47.0,81.0,0.07,0.31,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,0.7,0.3,1.0,1.9,-2.6,4.73,0.3,3.88,0.06,0.18,0.36,0.88
Bobby Portis,C,25.0,MIL,19.9,1.5,0.17,1.2,0.6,0.52,0.58,0.47,0.54,0.74,313,598,74.0,157.0,239,441,54,73,124.0,342.0,0.26,0.12,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2.0,4.8,1.8,-0.4,11.42,1.08,7.06,0.79,0.39,0.85,1.74
Bogdan Bogdanovic,SG,28.0,ATL,17.6,3.6,0.14,1.8,0.62,0.47,0.6,0.44,0.52,0.91,267,565,146.0,333.0,121,232,40,44,20.0,140.0,0.59,0.08,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,3.3,0.3,16.36,3.34,3.64,1.11,0.3,1.23,2.25
Bojan Bogdanovic,SF,31.0,UTA,14.0,-0.4,0.11,0.9,0.59,0.44,0.54,0.39,0.49,0.88,406,925,180.0,461.0,226,464,233,265,40.0,241.0,0.5,0.29,2.0,11.1,6.7,9.1,1.0,0.1,10.9,22.8,2.7,2.5,5.2,0.2,-0.7,17.01,1.89,3.9,0.62,0.06,1.78,1.6
Bol Bol,PF,21.0,DEN,9.4,-4.1,-0.0,-0.1,0.53,0.43,0.51,0.38,0.47,0.67,25,58,9.0,24.0,16,34,10,15,0.0,24.0,0.41,0.26,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,-0.2,0.2,0.0,-3.8,-0.3,2.16,0.22,0.75,0.09,0.31,0.41,0.44
Brad Wanamaker,PG,31.0,GSW,9.7,-4.15,0.04,-0.25,0.49,0.39,0.42,0.17,0.46,0.89,115,299,16.0,85.0,99,214,90,101,18.0,87.0,0.27,0.34,1.95,8.65,5.25,22.9,1.95,1.0,17.35,17.05,-0.05,0.5,0.45,-4.4,0.2,5.51,2.85,1.72,0.7,0.18,1.16,1.54
Bradley Beal,SG,27.0,WAS,22.7,3.4,0.13,2.9,0.59,0.48,0.53,0.35,0.54,0.89,670,1382,130.0,373.0,540,1009,408,459,72.0,211.0,0.27,0.33,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,4.8,-1.4,31.3,4.42,4.72,1.15,0.37,3.12,2.33
Brandon Clarke,PF,24.0,MEM,17.3,1.5,0.14,1.3,0.56,0.52,0.54,0.26,0.56,0.69,256,495,20.0,77.0,236,418,78,113,97.0,231.0,0.16,0.23,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.2,2.0,4.2,0.4,1.2,10.34,1.61,5.56,1.02,0.86,0.56,1.42
Brandon Goodwin,PG,25.0,ATL,9.2,-3.1,0.01,-0.2,0.47,0.38,0.45,0.31,0.43,0.65,84,223,32.0,103.0,52,120,28,43,8.0,61.0,0.46,0.19,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,-0.2,0.4,0.2,-2.5,-0.6,4.85,2.02,1.47,0.36,0.0,0.77,0.87
Brandon Ingram,SF,23.0,NOP,19.2,2.2,0.12,2.2,0.58,0.47,0.53,0.38,0.51,0.88,513,1101,143.0,375.0,370,726,281,320,34.0,265.0,0.34,0.29,1.8,13.7,7.8,22.4,1.0,1.6,11.0,28.0,3.9,1.3,5.3,3.3,-1.1,23.77,4.85,4.9,0.69,0.59,2.52,2.03
Brian Bowen,SF,22.0,IND,1.0,-11.0,-0.06,0.0,0.34,0.25,0.25,0.0,0.33,1.0,1,4,0.0,1.0,1,3,1,1,0.0,3.0,0.25,0.25,0.0,21.6,10.8,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,-8.1,-2.9,0.5,0.0,0.5,0.0,0.0,0.0,0.17
Brodric Thomas,SG,24.0,HOU,7.6,-5.4,-0.03,-0.1,0.49,0.33,0.4,0.22,0.73,0.69,39,108,16.0,59.0,23,49,31,46,8.0,45.0,0.69,0.69,3.15,13.35,8.1,16.3,1.9,2.9,20.8,20.35,-0.15,0.15,0.05,-5.75,0.4,3.91,0.94,1.66,0.47,0.31,0.69,1.25
Brook Lopez,C,32.0,MIL,15.4,0.0,0.13,0.9,0.61,0.5,0.58,0.34,0.63,0.84,322,640,95.0,281.0,227,359,120,142,104.0,243.0,0.44,0.22,6.0,13.0,9.6,3.5,1.0,4.8,8.3,16.9,3.1,2.2,5.3,0.0,0.0,12.27,0.71,4.96,0.57,1.47,0.91,2.13
Bruce Brown,PG,24.0,BRK,16.1,-0.1,0.14,0.7,0.6,0.56,0.58,0.29,0.6,0.74,235,423,17.0,59.0,218,364,86,117,111.0,238.0,0.14,0.28,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,-0.4,0.2,8.82,1.6,5.37,0.89,0.43,0.83,2.23
Bruno Caboclo,PF,25.0,HOU,9.0,-10.2,-0.09,-0.1,0.48,0.47,0.47,0.0,0.67,0.5,8,17,0.0,5.0,8,12,1,2,3.0,11.0,0.29,0.12,8.5,34.0,20.7,4.7,0.0,5.0,18.3,25.8,-0.1,0.0,-0.1,-8.5,-1.7,2.83,0.17,2.33,0.0,0.33,0.67,1.0
Bruno Fernando,C,22.0,ATL,6.2,-6.5,-0.02,-0.3,0.48,0.41,0.41,0.0,0.43,0.68,18,44,0.0,2.0,18,42,15,22,16.0,62.0,0.04,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-6.1,-0.4,1.55,0.3,2.36,0.12,0.09,0.64,0.7
Bryn Forbes,SG,27.0,MIL,12.8,-1.3,0.1,0.2,0.63,0.47,0.62,0.45,0.51,0.77,250,529,154.0,341.0,96,188,47,61,11.0,101.0,0.64,0.12,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2.0,0.7,2.7,0.4,-1.7,10.01,0.64,1.6,0.34,0.01,0.63,1.1
Buddy Hield,SG,28.0,SAC,12.8,-0.6,0.04,0.9,0.57,0.41,0.55,0.39,0.45,0.85,403,992,282.0,721.0,121,271,88,104,29.0,305.0,0.73,0.1,1.3,14.1,7.6,14.7,1.2,1.0,11.1,20.7,1.5,0.7,2.2,1.0,-1.6,16.56,3.62,4.7,0.89,0.42,1.83,2.46
CJ Elleby,SF,20.0,POR,9.4,-4.9,0.03,-0.1,0.47,0.38,0.43,0.21,0.56,0.73,25,66,7.0,34.0,18,32,11,15,11.0,21.0,0.52,0.23,6.0,12.0,8.9,7.1,1.5,1.4,6.4,17.4,0.0,0.1,0.1,-4.0,-0.9,2.27,0.33,1.07,0.2,0.1,0.17,0.9
CJ McCollum,SG,29.0,POR,20.8,3.9,0.14,2.4,0.58,0.46,0.55,0.4,0.51,0.81,405,884,169.0,420.0,236,464,108,133,30.0,155.0,0.48,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.1,0.6,4.7,5.0,-1.1,23.13,4.74,3.94,0.94,0.45,1.38,1.85
Caleb Martin,SF,25.0,CHO,9.5,-3.4,0.03,-0.3,0.46,0.38,0.44,0.25,0.5,0.64,96,256,31.0,125.0,65,131,41,64,31.0,110.0,0.49,0.25,4.0,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.4,0.9,0.5,-3.6,0.2,4.98,1.26,2.66,0.7,0.23,0.62,1.17
Cam Reddish,SF,21.0,ATL,9.3,-3.2,0.03,-0.2,0.49,0.36,0.43,0.26,0.46,0.82,96,263,33.0,126.0,63,137,67,82,22.0,82.0,0.48,0.31,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,-3.3,0.1,11.23,1.35,4.0,1.27,0.35,1.31,2.62
Cameron Johnson,PF,24.0,PHO,11.8,-0.2,0.09,0.7,0.56,0.42,0.54,0.35,0.58,0.85,203,483,117.0,335.0,86,148,50,59,33.0,166.0,0.69,0.12,2.6,12.9,7.9,8.0,1.3,1.0,7.3,17.0,1.2,1.4,2.6,0.0,-0.2,9.55,1.43,3.32,0.62,0.27,0.67,1.42
Cameron Oliver,SF,24.0,HOU,17.2,-2.0,0.11,0.0,0.62,0.58,0.64,0.31,0.75,0.25,19,33,4.0,13.0,15,20,1,4,5.0,16.0,0.39,0.12,5.9,20.5,12.9,9.6,1.1,4.1,7.9,18.5,0.1,0.1,0.2,-1.0,-1.0,10.75,1.25,5.25,0.5,1.0,0.75,2.75
Cameron Payne,PG,26.0,PHO,17.4,3.1,0.16,1.4,0.6,0.48,0.58,0.44,0.52,0.89,191,395,73.0,166.0,118,229,50,56,16.0,128.0,0.42,0.14,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,2.4,1.2,3.6,2.1,1.0,8.42,3.62,2.4,0.6,0.27,1.0,1.62
Cameron Reynolds,SF,25.0,SAS,6.2,-8.0,-0.02,0.0,0.5,0.5,0.5,0.0,0.5,0.0,1,2,0.0,0.0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-4.4,-3.6,0.67,0.0,0.0,0.0,0.0,0.0,0.0
Caris LeVert,SG,26.0,BRK,18.25,0.75,0.08,0.45,0.53,0.44,0.49,0.33,0.49,0.79,359,814,84.0,258.0,275,556,146,180,33.0,181.0,0.32,0.2,2.85,13.1,8.1,28.5,2.05,1.65,10.45,29.7,0.45,0.75,1.2,1.3,-0.55,20.17,5.21,4.55,1.4,0.64,2.17,2.23
Carmelo Anthony,PF,36.0,POR,14.6,-1.1,0.07,0.4,0.55,0.42,0.51,0.41,0.43,0.89,327,777,133.0,325.0,194,452,137,154,32.0,182.0,0.42,0.2,2.0,11.8,6.8,9.2,1.3,2.0,6.7,23.1,1.7,0.8,2.6,0.2,-1.3,13.39,1.51,3.1,0.67,0.55,0.88,2.09
Carsen Edwards,SG,22.0,BOS,10.2,-4.5,0.05,-0.2,0.53,0.42,0.5,0.29,0.6,0.85,47,111,18.0,63.0,29,48,11,13,3.0,23.0,0.57,0.12,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.1,0.2,0.3,-3.2,-1.3,3.97,0.45,0.84,0.23,0.03,0.23,0.81
Cassius Stanley,SG,21.0,IND,5.5,-11.2,-0.05,-0.2,0.38,0.3,0.34,0.23,0.33,0.78,13,43,3.0,13.0,10,30,7,9,8.0,12.0,0.3,0.21,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22.0,-0.2,0.1,-0.1,-7.2,-4.0,1.5,0.04,0.83,0.04,0.08,0.04,0.58
Cassius Winston,PG,22.0,WAS,10.8,-3.2,0.07,0.0,0.57,0.42,0.55,0.47,0.38,0.83,14,33,8.0,17.0,6,16,5,6,0.0,9.0,0.52,0.18,0.0,9.7,4.9,16.3,0.9,0.9,12.3,17.2,0.1,0.1,0.1,-2.1,-1.1,1.86,0.55,0.41,0.09,0.05,0.23,0.36
Cedi Osman,SF,25.0,CLE,10.3,-3.2,0.01,-0.5,0.49,0.37,0.46,0.31,0.46,0.8,219,586,99.0,324.0,120,262,76,95,38.0,163.0,0.55,0.16,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1.0,0.5,-2.3,-0.9,10.39,2.95,3.41,0.9,0.15,1.36,2.02
Chandler Hutchison,SF,24.0,CHI,4.3,-7.25,-0.04,-0.15,0.42,0.34,0.37,0.35,0.34,0.91,39,103,8.0,22.0,31,81,21,25,6.0,72.0,0.2,0.19,1.85,26.25,14.1,6.95,1.3,0.75,17.25,16.2,-0.2,0.2,0.0,-7.1,-0.2,4.28,0.68,3.12,0.48,0.2,0.8,1.32
Charlie Brown Jr.,SG,23.0,OKC,4.1,-8.7,-0.03,-0.3,0.42,0.3,0.36,0.24,0.36,0.9,13,43,5.0,21.0,8,22,9,10,3.0,14.0,0.49,0.23,2.0,9.7,5.8,8.2,1.3,1.2,11.2,14.9,-0.2,0.1,-0.1,-7.4,-1.3,4.44,1.0,1.89,0.44,0.22,0.67,2.11
Chasson Randle,PG,27.0,ORL,7.4,-5.9,-0.0,-0.8,0.52,0.39,0.48,0.34,0.45,0.79,92,237,44.0,130.0,48,107,38,48,7.0,75.0,0.55,0.2,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,-0.4,0.4,0.0,-4.8,-1.1,6.49,1.8,2.0,0.54,0.12,1.12,1.56
Chimezie Metu,C,23.0,SAC,14.5,-3.6,0.06,-0.2,0.57,0.51,0.55,0.35,0.55,0.72,91,179,13.0,37.0,78,142,31,43,31.0,81.0,0.21,0.24,7.0,18.7,12.7,8.2,1.4,3.1,12.8,20.0,0.3,0.3,0.6,-2.2,-1.3,6.28,0.78,3.11,0.39,0.5,0.81,1.64
Chris Boucher,C,28.0,TOR,21.9,3.3,0.2,2.0,0.63,0.51,0.6,0.38,0.61,0.79,288,560,90.0,235.0,198,325,152,193,117.0,287.0,0.42,0.34,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,4.0,2.1,6.1,2.7,0.6,13.63,1.05,6.73,0.58,1.85,0.77,2.77
Chris Chiozza,PG,25.0,BRK,12.9,-0.7,0.06,0.1,0.46,0.35,0.43,0.31,0.39,0.76,31,88,13.0,42.0,18,46,13,17,3.0,21.0,0.48,0.19,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21.0,0.1,0.2,0.3,-0.1,-0.6,4.0,2.95,1.09,0.32,0.27,0.73,0.86
Chris Paul,PG,35.0,PHO,21.4,4.6,0.2,3.6,0.6,0.5,0.56,0.4,0.54,0.93,439,879,102.0,258.0,337,621,169,181,25.0,287.0,0.29,0.21,1.3,14.5,8.0,40.9,2.2,0.8,14.0,22.6,6.5,2.7,9.2,3.5,1.1,16.41,8.89,4.46,1.41,0.27,2.23,2.37
Chris Silva,PF,24.0,MIA,3.75,-12.25,-0.04,0.0,0.55,0.51,0.53,0.5,0.5,0.37,10,16,1.0,1.0,9,15,11,15,7.0,20.0,0.04,0.58,4.9,24.7,14.75,5.15,0.3,7.85,28.25,17.3,0.0,0.05,0.1,-12.3,0.05,2.13,0.4,1.8,0.07,0.4,0.67,1.6
